"STATION","NAME","DATE","TMAX","TMIN"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-07-29","94","70"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-07-30","96","72"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-07-31","100","69"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-08-01","85","63"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-08-02","86","58"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-08-03","89","56"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-08-04","92","59"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-08-05","94","60"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-08-06","93","59"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-08-07","92","62"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-08-08","92","73"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-08-09","91","72"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-08-10","90","75"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-08-11","94","70"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-08-12","93","71"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-08-13","91","63"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-08-14","92","64"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-08-15","88","72"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-08-16","92","71"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-08-17","86","73"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-08-18","91","70"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-08-19","94","60"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-08-20","79","52"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-08-21","85","60"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-08-24","98","71"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-08-25","99","72"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-08-26","100","74"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-08-27","98","74"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-08-28","89","74"
