"STATION","NAME","DATE","TMAX","TMIN"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-08-13","89","72"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-08-14","89","68"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-08-15","85","69"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-08-16","85","68"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-08-17","81","66"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-08-18","84","65"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-08-19","85","66"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-08-20","86","68"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-08-21","88","69"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-08-22","90","70"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-08-23","92","72"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-08-24","92","72"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-08-25","91","71"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-08-26","89","69"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-08-27","82","66"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-08-28","88","66"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-08-29","88","68"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-08-30","89","67"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-08-31","79","68"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-09-01","71","63"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-09-02","82","63"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-09-03","88","64"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-09-04","91","64"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-09-05","84","66"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-09-06","85","57"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-09-07","76","51"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-09-08","80","49"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-09-09","83","56"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-09-10","78","56"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-09-11","86","55"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-09-12","72","54"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-09-13","66","40"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-09-14","64","41"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-09-15","67","42"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-09-16","73","52"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-09-17","66","59"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-09-18","73","60"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-09-19","71","60"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-09-20","68","50"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-09-21","67","44"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-09-22","62","47"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-09-23","58","47"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-09-24","64","49"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-09-25","62","46"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-09-26","54","50"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-09-27","59","46"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-09-28","68","43"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-09-29","71","43"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-09-30","69","48"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-10-01","73","51"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-10-02","57","41"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-10-03","56","33"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-10-04","66","36"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-10-05","72","38"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-10-06","74","42"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-10-07","77","48"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-10-08","79","48"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-10-09","60","54"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-10-10","74","53"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-10-11","76","46"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-10-12","69","42"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-10-13","74","47"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-10-14","86","44"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-10-15","83","52"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-10-16","76","43"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-10-17","61","43"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-10-18","53","42"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-10-19","45","43"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-10-20","49","44"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-10-21","66","43"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-10-22","80","51"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-10-23","78","53"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-10-24","76","55"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-10-25","70","46"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-10-26","54","41"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-10-27","58","35"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-10-28","65","37"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-10-29","67","51"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-10-30","54","35"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-10-31","52","35"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-11-01","63","38"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-11-02","64","49"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-11-03","72","56"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-11-04","65","57"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-11-05","76","54"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-11-06","77","56"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-11-07","79","55"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-11-08","69","56"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-11-09","73","57"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-11-10","75","47"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-11-11","58","35"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-11-12","60","31"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-11-13","50","34"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-11-14","36","31"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-11-15","41","27"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-11-16","56","29"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-11-17","65","41"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-11-18","67","35"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-11-19","66","36"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-11-20","69","43"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-11-21","58","36"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-11-22","37","34"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-11-23","41","25"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-11-24","44","24"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-11-25","37","30"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-11-26","35","28"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-11-27","35","28"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-11-28","30","22"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-11-29","38","20"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-11-30","65","35"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-12-01","57","21"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-12-02","32","19"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-12-03","40","28"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-12-04","39","31"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-12-05","62","33"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-12-06","62","42"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-12-07","55","27"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-12-08","39","26"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-12-09","40","30"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-12-10","34","28"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-12-11","35","30"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-12-12","49","30"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-12-13","53","41"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-12-14","66","51"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-12-15","69","50"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-12-16","50","28"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-12-17","31","25"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-12-18","28","8"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-12-19","18","7"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-12-20","36","15"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-12-21","37","24"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-12-22","28","13"
