"STATION","NAME","DATE","TMAX","TMIN"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1992-12-10","37","30"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1992-12-11","36","32"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1992-12-12","40","32"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1992-12-13","41","30"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1992-12-14","50","29"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1992-12-15","47","29"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1992-12-16","50","37"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1992-12-17","45","36"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1992-12-18","39","33"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1992-12-19","52","32"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1992-12-20","50","28"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1992-12-21","43","24"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1992-12-22","46","34"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1992-12-23","46","35"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1992-12-24","39","17"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1992-12-25","36","17"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1992-12-26","30","17"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1992-12-27","39","16"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1992-12-28","44","30"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1992-12-29","48","40"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1992-12-30","62","47"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1992-12-31","62","39"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-01-01","39","27"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-01-02","36","25"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-01-03","55","34"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-01-04","67","54"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-01-05","60","36"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-01-06","40","33"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-01-07","45","30"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-01-08","39","34"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-01-09","34","27"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-01-10","37","29"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-01-11","41","37"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-01-12","45","38"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-01-13","54","33"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-01-14","33","30"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-01-15","33","29"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-01-16","34","29"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-01-17","37","29"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-01-18","30","22"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-01-19","37","19"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-01-20","46","19"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-01-21","45","28"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-01-22","45","36"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-01-23","48","35"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-01-24","48","30"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-01-25","32","25"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-01-26","40","20"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-01-27","36","30"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-01-28","50","29"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-01-29","44","22"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-01-30","39","20"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-01-31","47","34"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-02-01","42","14"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-02-02","33","12"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-02-03","47","24"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-02-04","45","30"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-02-05","53","26"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-02-06","41","24"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-02-07","53","19"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-02-08","36","28"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-02-09","51","22"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-02-10","63","31"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-02-11","46","34"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-02-12","40","33"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-02-13","34","26"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-02-14","33","26"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-02-15","34","27"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-02-16","43","29"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-02-17","30","16"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-02-18","16","5"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-02-19","22","3"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-02-20","32","20"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-02-21","44","27"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-02-22","47","25"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-02-23","25","18"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-02-24","21","12"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-02-25","26","7"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-02-26","32","21"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-02-27","37","19"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-02-28","33","20"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-03-01","43","21"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-03-02","49","39"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-03-03","54","38"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-03-04","45","33"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-03-05","39","32"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-03-06","41","31"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-03-07","51","28"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-03-08","44","35"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-03-09","40","33"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-03-10","38","29"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-03-11","34","24"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-03-12","36","26"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-03-13","31","17"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-03-14","19","12"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-03-15","32","10"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-03-16","59","30"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-03-17","43","16"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-03-18","30","9"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-03-19","44","15"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-03-20","45","35"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-03-21","44","37"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-03-22","46","38"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-03-23","48","37"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-03-24","63","44"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-03-25","68","46"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-03-26","71","38"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-03-27","58","44"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-03-28","55","49"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-03-29","62","49"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-03-30","69","47"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-03-31","70","44"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-04-01","62","50"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-04-02","50","34"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-04-03","43","32"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-04-04","44","34"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-04-05","51","33"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-04-06","56","41"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-04-07","69","36"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-04-08","74","42"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-04-09","73","52"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-04-10","52","43"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-04-11","59","34"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-04-12","52","42"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-04-13","60","36"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-04-14","57","39"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-04-15","85","47"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-04-16","63","49"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-04-17","49","38"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-04-18","63","37"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-04-19","72","42"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-04-20","71","54"
